Logging to logs/PPO_4
---------------------------------
| rollout/           |          |
| time/                   |              |
|    fps                  | 16248        |
|    iterations           | 955          |
|    time_elapsed         | 3851         |
|    total_timesteps      | 62586880     |
| train/                  |              |
|    approx_kl            | 0.0001087473 |
|    clip_fraction        | 0.00674      |
|    clip_range           | 0.0718       |
|    entropy_loss         | -0.023       |
|    explained_variance   | 0.421        |
|    learning_rate        | 9.53e-05     |
|    loss                 | 0.0208       |
|    n_updates            | 3816         |
|    policy_gradient_loss | -0.00031     |
|    value_loss           | 0.0357       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.4          |
|    ep_rew_mean          | 4.25          |
| time/                   |               |
|    fps                  | 16249         |
|    iterations           | 956           |
|    time_elapsed         | 3855          |
|    total_timesteps      | 62652416      |
| train/                  |               |
|    approx_kl            | 0.00012271594 |
|    clip_fraction        | 0.00645       |
|    clip_range           | 0.0718        |
|    entropy_loss         | -0.0215       |
|    explained_variance   | 0.421         |
|    learning_rate        | 9.51e-05      |
|    loss                 | 0.0166        |
|    n_updates            | 3820          |
|    policy_gradient_loss | -0.000221     |
|    value_loss           | 0.0308        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.3          |
|    ep_rew_mean          | 4.26          |
| time/                   |               |
|    fps                  | 16251         |
|    iterations           | 957           |
|    time_elapsed         | 3859          |
|    total_timesteps      | 62717952      |
| train/                  |               |
|    approx_kl            | 0.00011757573 |
|    clip_fraction        | 0.00655       |
|    clip_range           | 0.0717        |
|    entropy_loss         | -0.0225       |
|    explained_variance   | 0.431         |
|    learning_rate        | 9.49e-05      |
|    loss                 | 0.0168        |
|    n_updates            | 3824          |
|    policy_gradient_loss | -0.000357     |
|    value_loss           | 0.032         |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 35.6           |
|    ep_rew_mean          | 4.24           |
| time/                   |                |
|    fps                  | 16253          |
|    iterations           | 958            |
|    time_elapsed         | 3862           |
|    total_timesteps      | 62783488       |
| train/                  |                |
|    approx_kl            | 0.000108463624 |
|    clip_fraction        | 0.0061         |
|    clip_range           | 0.0716         |
|    entropy_loss         | -0.0218        |
|    explained_variance   | 0.418          |
|    learning_rate        | 9.48e-05       |
|    loss                 | 0.0178         |
|    n_updates            | 3828           |
|    policy_gradient_loss | -0.000191      |
|    value_loss           | 0.0331         |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.2          |
|    ep_rew_mean          | 4.25          |
| time/                   |               |
|    fps                  | 16254         |
|    iterations           | 959           |
|    time_elapsed         | 3866          |
|    total_timesteps      | 62849024      |
| train/                  |               |
|    approx_kl            | 0.00010848373 |
|    clip_fraction        | 0.00642       |
|    clip_range           | 0.0715        |
|    entropy_loss         | -0.0215       |
|    explained_variance   | 0.424         |
|    learning_rate        | 9.46e-05      |
|    loss                 | 0.0131        |
|    n_updates            | 3832          |
|    policy_gradient_loss | -0.000328     |
|    value_loss           | 0.0294        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 35.2          |
|    ep_rew_mean          | 4.13          |
| time/                   |               |
|    fps                  | 16256         |
|    iterations           | 960           |
|    time_elapsed         | 3870          |
|    total_timesteps      | 62914560      |
| train/                  |               |
|    approx_kl            | 0.00011358726 |
|    clip_fraction        | 0.00658       |
|    clip_range           | 0.0714        |
|    entropy_loss         | -0.0218       |
|    explained_variance   | 0.42          |
|    learning_rate        | 9.44e-05      |
|    loss                 | 0.0125        |
|    n_updates            | 3836          |
|    policy_gradient_loss | -0.000305     |
|    value_loss           | 0.0304        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.1         |
|    ep_rew_mean          | 4.16         |
| time/                   |              |
|    fps                  | 16258        |
|    iterations           | 961          |
|    time_elapsed         | 3873         |
|    total_timesteps      | 62980096     |
| train/                  |              |
|    approx_kl            | 9.719633e-05 |
|    clip_fraction        | 0.00623      |
|    clip_range           | 0.0714       |
|    entropy_loss         | -0.0213      |
|    explained_variance   | 0.419        |
|    learning_rate        | 9.43e-05     |
|    loss                 | 0.0115       |
|    n_updates            | 3840         |
|    policy_gradient_loss | -0.000382    |
|    value_loss           | 0.0334       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.7          |
|    ep_rew_mean          | 4.28          |
| time/                   |               |
|    fps                  | 16259         |
|    iterations           | 962           |
|    time_elapsed         | 3877          |
|    total_timesteps      | 63045632      |
| train/                  |               |
|    approx_kl            | 0.00010970582 |
|    clip_fraction        | 0.0061        |
|    clip_range           | 0.0713        |
|    entropy_loss         | -0.021        |
|    explained_variance   | 0.419         |
|    learning_rate        | 9.41e-05      |
|    loss                 | 0.0136        |
|    n_updates            | 3844          |
|    policy_gradient_loss | -0.000272     |
|    value_loss           | 0.0332        |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 35.5           |
|    ep_rew_mean          | 4.16           |
| time/                   |                |
|    fps                  | 16261          |
|    iterations           | 963            |
|    time_elapsed         | 3881           |
|    total_timesteps      | 63111168       |
| train/                  |                |
|    approx_kl            | 0.000114176844 |
|    clip_fraction        | 0.00648        |
|    clip_range           | 0.0712         |
|    entropy_loss         | -0.0219        |
|    explained_variance   | 0.418          |
|    learning_rate        | 9.4e-05        |
|    loss                 | 0.015          |
|    n_updates            | 3848           |
|    policy_gradient_loss | -0.000266      |
|    value_loss           | 0.0319         |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 34.9          |
|    ep_rew_mean          | 4.21          |
| time/                   |               |
|    fps                  | 16262         |
|    iterations           | 964           |
|    time_elapsed         | 3884          |
|    total_timesteps      | 63176704      |
| train/                  |               |
|    approx_kl            | 0.00010924987 |
|    clip_fraction        | 0.00631       |
|    clip_range           | 0.0711        |
|    entropy_loss         | -0.021        |
|    explained_variance   | 0.42          |
|    learning_rate        | 9.38e-05      |
|    loss                 | 0.0157        |
|    n_updates            | 3852          |
|    policy_gradient_loss | -0.000306     |
|    value_loss           | 0.0329        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.5         |
|    ep_rew_mean          | 4.17         |
| time/                   |              |
|    fps                  | 16264        |
|    iterations           | 965          |
|    time_elapsed         | 3888         |
|    total_timesteps      | 63242240     |
| train/                  |              |
|    approx_kl            | 9.652527e-05 |
|    clip_fraction        | 0.0065       |
|    clip_range           | 0.071        |
|    entropy_loss         | -0.0219      |
|    explained_variance   | 0.415        |
|    learning_rate        | 9.36e-05     |
|    loss                 | 0.0178       |
|    n_updates            | 3856         |
|    policy_gradient_loss | -0.000219    |
|    value_loss           | 0.0337       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 35.9          |
|    ep_rew_mean          | 4.11          |
| time/                   |               |
|    fps                  | 16265         |
|    iterations           | 966           |
|    time_elapsed         | 3892          |
|    total_timesteps      | 63307776      |
| train/                  |               |
|    approx_kl            | 0.00011188592 |
|    clip_fraction        | 0.00654       |
|    clip_range           | 0.0709        |
|    entropy_loss         | -0.0221       |
|    explained_variance   | 0.421         |
|    learning_rate        | 9.35e-05      |
|    loss                 | 0.0113        |
|    n_updates            | 3860          |
|    policy_gradient_loss | -0.000256     |
|    value_loss           | 0.0319        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.4          |
|    ep_rew_mean          | 4.23          |
| time/                   |               |
|    fps                  | 16266         |
|    iterations           | 967           |
|    time_elapsed         | 3895          |
|    total_timesteps      | 63373312      |
| train/                  |               |
|    approx_kl            | 0.00010108386 |
|    clip_fraction        | 0.00594       |
|    clip_range           | 0.0709        |
|    entropy_loss         | -0.0216       |
|    explained_variance   | 0.409         |
|    learning_rate        | 9.33e-05      |
|    loss                 | 0.0176        |
|    n_updates            | 3864          |
|    policy_gradient_loss | -0.00029      |
|    value_loss           | 0.0351        |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 35.9           |
|    ep_rew_mean          | 4.26           |
| time/                   |                |
|    fps                  | 16267          |
|    iterations           | 968            |
|    time_elapsed         | 3899           |
|    total_timesteps      | 63438848       |
| train/                  |                |
|    approx_kl            | 0.000103301965 |
|    clip_fraction        | 0.00615        |
|    clip_range           | 0.0708         |
|    entropy_loss         | -0.0217        |
|    explained_variance   | 0.424          |
|    learning_rate        | 9.32e-05       |
|    loss                 | 0.0129         |
|    n_updates            | 3868           |
|    policy_gradient_loss | -0.000277      |
|    value_loss           | 0.032          |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.8          |
|    ep_rew_mean          | 4.27          |
| time/                   |               |
|    fps                  | 16269         |
|    iterations           | 969           |
|    time_elapsed         | 3903          |
|    total_timesteps      | 63504384      |
| train/                  |               |
|    approx_kl            | 0.00011664824 |
|    clip_fraction        | 0.00705       |
|    clip_range           | 0.0707        |
|    entropy_loss         | -0.0216       |
|    explained_variance   | 0.415         |
|    learning_rate        | 9.3e-05       |
|    loss                 | 0.0205        |
|    n_updates            | 3872          |
|    policy_gradient_loss | -0.000365     |
|    value_loss           | 0.0336        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.7          |
|    ep_rew_mean          | 4.19          |
| time/                   |               |
|    fps                  | 16270         |
|    iterations           | 970           |
|    time_elapsed         | 3907          |
|    total_timesteps      | 63569920      |
| train/                  |               |
|    approx_kl            | 0.00013348277 |
|    clip_fraction        | 0.00644       |
|    clip_range           | 0.0706        |
|    entropy_loss         | -0.0218       |
|    explained_variance   | 0.414         |
|    learning_rate        | 9.28e-05      |
|    loss                 | 0.0128        |
|    n_updates            | 3876          |
|    policy_gradient_loss | -0.000307     |
|    value_loss           | 0.0334        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.3         |
|    ep_rew_mean          | 4.25         |
| time/                   |              |
|    fps                  | 16271        |
|    iterations           | 971          |
|    time_elapsed         | 3910         |
|    total_timesteps      | 63635456     |
| train/                  |              |
|    approx_kl            | 9.787027e-05 |
|    clip_fraction        | 0.00562      |
|    clip_range           | 0.0705       |
|    entropy_loss         | -0.022       |
|    explained_variance   | 0.426        |
|    learning_rate        | 9.27e-05     |
|    loss                 | 0.0146       |
|    n_updates            | 3880         |
|    policy_gradient_loss | -0.000263    |
|    value_loss           | 0.0325       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.1         |
|    ep_rew_mean          | 4.29         |
| time/                   |              |
|    fps                  | 16273        |
|    iterations           | 972          |
|    time_elapsed         | 3914         |
|    total_timesteps      | 63700992     |
| train/                  |              |
|    approx_kl            | 9.973468e-05 |
|    clip_fraction        | 0.00625      |
|    clip_range           | 0.0705       |
|    entropy_loss         | -0.0216      |
|    explained_variance   | 0.413        |
|    learning_rate        | 9.25e-05     |
|    loss                 | 0.0172       |
|    n_updates            | 3884         |
|    policy_gradient_loss | -0.000266    |
|    value_loss           | 0.0317       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 4.23        |
| time/                   |             |
|    fps                  | 16275       |
|    iterations           | 973         |
|    time_elapsed         | 3918        |
|    total_timesteps      | 63766528    |
| train/                  |             |
|    approx_kl            | 8.92822e-05 |
|    clip_fraction        | 0.0057      |
|    clip_range           | 0.0704      |
|    entropy_loss         | -0.0213     |
|    explained_variance   | 0.425       |
|    learning_rate        | 9.23e-05    |
|    loss                 | 0.011       |
|    n_updates            | 3888        |
|    policy_gradient_loss | -0.000285   |
|    value_loss           | 0.03        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.5         |
|    ep_rew_mean          | 4.18         |
| time/                   |              |
|    fps                  | 16276        |
|    iterations           | 974          |
|    time_elapsed         | 3921         |
|    total_timesteps      | 63832064     |
| train/                  |              |
|    approx_kl            | 9.810712e-05 |
|    clip_fraction        | 0.00569      |
|    clip_range           | 0.0703       |
|    entropy_loss         | -0.0206      |
|    explained_variance   | 0.412        |
|    learning_rate        | 9.22e-05     |
|    loss                 | 0.0135       |
|    n_updates            | 3892         |
|    policy_gradient_loss | -0.000227    |
|    value_loss           | 0.0303       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.3         |
|    ep_rew_mean          | 4.23         |
| time/                   |              |
|    fps                  | 16277        |
|    iterations           | 975          |
|    time_elapsed         | 3925         |
|    total_timesteps      | 63897600     |
| train/                  |              |
|    approx_kl            | 9.802447e-05 |
|    clip_fraction        | 0.00602      |
|    clip_range           | 0.0702       |
|    entropy_loss         | -0.0214      |
|    explained_variance   | 0.424        |
|    learning_rate        | 9.2e-05      |
|    loss                 | 0.0171       |
|    n_updates            | 3896         |
|    policy_gradient_loss | -0.000253    |
|    value_loss           | 0.0317       |
------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 35.1           |
|    ep_rew_mean          | 4.17           |
| time/                   |                |
|    fps                  | 16279          |
|    iterations           | 976            |
|    time_elapsed         | 3929           |
|    total_timesteps      | 63963136       |
| train/                  |                |
|    approx_kl            | 0.000105954394 |
|    clip_fraction        | 0.00649        |
|    clip_range           | 0.0701         |
|    entropy_loss         | -0.0214        |
|    explained_variance   | 0.425          |
|    learning_rate        | 9.19e-05       |
|    loss                 | 0.014          |
|    n_updates            | 3900           |
|    policy_gradient_loss | -0.000268      |
|    value_loss           | 0.0291         |
--------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.1         |
|    ep_rew_mean          | 4.17         |
| time/                   |              |
|    fps                  | 16280        |
|    iterations           | 977          |
|    time_elapsed         | 3932         |
|    total_timesteps      | 64028672     |
| train/                  |              |
|    approx_kl            | 0.0001004294 |
|    clip_fraction        | 0.00668      |
|    clip_range           | 0.07         |
|    entropy_loss         | -0.0212      |
|    explained_variance   | 0.412        |
|    learning_rate        | 9.17e-05     |
|    loss                 | 0.0133       |
|    n_updates            | 3904         |
|    policy_gradient_loss | -0.000307    |
|    value_loss           | 0.0345       |
------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 35.8           |
|    ep_rew_mean          | 4.24           |
| time/                   |                |
|    fps                  | 16282          |
|    iterations           | 978            |
|    time_elapsed         | 3936           |
|    total_timesteps      | 64094208       |
| train/                  |                |
|    approx_kl            | 0.000100417514 |
|    clip_fraction        | 0.00629        |
|    clip_range           | 0.07           |
|    entropy_loss         | -0.0214        |
|    explained_variance   | 0.422          |
|    learning_rate        | 9.15e-05       |
|    loss                 | 0.0146         |
|    n_updates            | 3908           |
|    policy_gradient_loss | -0.000253      |
|    value_loss           | 0.0324         |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.9          |
|    ep_rew_mean          | 4.31          |
| time/                   |               |
|    fps                  | 16283         |
|    iterations           | 979           |
|    time_elapsed         | 3940          |
|    total_timesteps      | 64159744      |
| train/                  |               |
|    approx_kl            | 0.00010067409 |
|    clip_fraction        | 0.00588       |
|    clip_range           | 0.0699        |
|    entropy_loss         | -0.0206       |
|    explained_variance   | 0.415         |
|    learning_rate        | 9.14e-05      |
|    loss                 | 0.0215        |
|    n_updates            | 3912          |
|    policy_gradient_loss | -0.000269     |
|    value_loss           | 0.0335        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.2          |
|    ep_rew_mean          | 4.22          |
| time/                   |               |
|    fps                  | 16285         |
|    iterations           | 980           |
|    time_elapsed         | 3943          |
|    total_timesteps      | 64225280      |
| train/                  |               |
|    approx_kl            | 0.00013168245 |
|    clip_fraction        | 0.00653       |
|    clip_range           | 0.0698        |
|    entropy_loss         | -0.021        |
|    explained_variance   | 0.419         |
|    learning_rate        | 9.12e-05      |
|    loss                 | 0.0142        |
|    n_updates            | 3916          |
|    policy_gradient_loss | -0.00029      |
|    value_loss           | 0.0307        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37           |
|    ep_rew_mean          | 4.24         |
| time/                   |              |
|    fps                  | 16287        |
|    iterations           | 981          |
|    time_elapsed         | 3947         |
|    total_timesteps      | 64290816     |
| train/                  |              |
|    approx_kl            | 9.729069e-05 |
|    clip_fraction        | 0.00611      |
|    clip_range           | 0.0697       |
|    entropy_loss         | -0.022       |
|    explained_variance   | 0.44         |
|    learning_rate        | 9.1e-05      |
|    loss                 | 0.0152       |
|    n_updates            | 3920         |
|    policy_gradient_loss | -0.00024     |
|    value_loss           | 0.0296       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.2          |
|    ep_rew_mean          | 4.18          |
| time/                   |               |
|    fps                  | 16288         |
|    iterations           | 982           |
|    time_elapsed         | 3951          |
|    total_timesteps      | 64356352      |
| train/                  |               |
|    approx_kl            | 9.8373835e-05 |
|    clip_fraction        | 0.00564       |
|    clip_range           | 0.0696        |
|    entropy_loss         | -0.0211       |
|    explained_variance   | 0.432         |
|    learning_rate        | 9.09e-05      |
|    loss                 | 0.0157        |
|    n_updates            | 3924          |
|    policy_gradient_loss | -0.000246     |
|    value_loss           | 0.0305        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 35.5          |
|    ep_rew_mean          | 4.17          |
| time/                   |               |
|    fps                  | 16290         |
|    iterations           | 983           |
|    time_elapsed         | 3954          |
|    total_timesteps      | 64421888      |
| train/                  |               |
|    approx_kl            | 0.00011186206 |
|    clip_fraction        | 0.00617       |
|    clip_range           | 0.0696        |
|    entropy_loss         | -0.0216       |
|    explained_variance   | 0.431         |
|    learning_rate        | 9.07e-05      |
|    loss                 | 0.0162        |
|    n_updates            | 3928          |
|    policy_gradient_loss | -0.000256     |
|    value_loss           | 0.0308        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36            |
|    ep_rew_mean          | 4.11          |
| time/                   |               |
|    fps                  | 16291         |
|    iterations           | 984           |
|    time_elapsed         | 3958          |
|    total_timesteps      | 64487424      |
| train/                  |               |
|    approx_kl            | 0.00011481422 |
|    clip_fraction        | 0.00607       |
|    clip_range           | 0.0695        |
|    entropy_loss         | -0.0209       |
|    explained_variance   | 0.418         |
|    learning_rate        | 9.06e-05      |
|    loss                 | 0.0137        |
|    n_updates            | 3932          |
|    policy_gradient_loss | -0.000299     |
|    value_loss           | 0.0329        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.2         |
|    ep_rew_mean          | 4.22         |
| time/                   |              |
|    fps                  | 16292        |
|    iterations           | 985          |
|    time_elapsed         | 3962         |
|    total_timesteps      | 64552960     |
| train/                  |              |
|    approx_kl            | 8.654791e-05 |
|    clip_fraction        | 0.00592      |
|    clip_range           | 0.0694       |
|    entropy_loss         | -0.0213      |
|    explained_variance   | 0.431        |
|    learning_rate        | 9.04e-05     |
|    loss                 | 0.0129       |
|    n_updates            | 3936         |
|    policy_gradient_loss | -0.000182    |
|    value_loss           | 0.0296       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.3          |
|    ep_rew_mean          | 4.25          |
| time/                   |               |
|    fps                  | 16294         |
|    iterations           | 986           |
|    time_elapsed         | 3965          |
|    total_timesteps      | 64618496      |
| train/                  |               |
|    approx_kl            | 0.00010748614 |
|    clip_fraction        | 0.00611       |
|    clip_range           | 0.0693        |
|    entropy_loss         | -0.0203       |
|    explained_variance   | 0.412         |
|    learning_rate        | 9.02e-05      |
|    loss                 | 0.0136        |
|    n_updates            | 3940          |
|    policy_gradient_loss | -0.000366     |
|    value_loss           | 0.0322        |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 36.2           |
|    ep_rew_mean          | 4.21           |
| time/                   |                |
|    fps                  | 16295          |
|    iterations           | 987            |
|    time_elapsed         | 3969           |
|    total_timesteps      | 64684032       |
| train/                  |                |
|    approx_kl            | 0.000109754634 |
|    clip_fraction        | 0.0064         |
|    clip_range           | 0.0692         |
|    entropy_loss         | -0.0213        |
|    explained_variance   | 0.435          |
|    learning_rate        | 9.01e-05       |
|    loss                 | 0.0145         |
|    n_updates            | 3944           |
|    policy_gradient_loss | -0.000273      |
|    value_loss           | 0.0297         |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.3          |
|    ep_rew_mean          | 4.15          |
| time/                   |               |
|    fps                  | 16297         |
|    iterations           | 988           |
|    time_elapsed         | 3973          |
|    total_timesteps      | 64749568      |
| train/                  |               |
|    approx_kl            | 9.4629984e-05 |
|    clip_fraction        | 0.00672       |
|    clip_range           | 0.0691        |
|    entropy_loss         | -0.0218       |
|    explained_variance   | 0.415         |
|    learning_rate        | 8.99e-05      |
|    loss                 | 0.0155        |
|    n_updates            | 3948          |
|    policy_gradient_loss | -0.000281     |
|    value_loss           | 0.0356        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.6          |
|    ep_rew_mean          | 4.26          |
| time/                   |               |
|    fps                  | 16298         |
|    iterations           | 989           |
|    time_elapsed         | 3976          |
|    total_timesteps      | 64815104      |
| train/                  |               |
|    approx_kl            | 9.6767384e-05 |
|    clip_fraction        | 0.00608       |
|    clip_range           | 0.0691        |
|    entropy_loss         | -0.0208       |
|    explained_variance   | 0.428         |
|    learning_rate        | 8.97e-05      |
|    loss                 | 0.0178        |
|    n_updates            | 3952          |
|    policy_gradient_loss | -0.000226     |
|    value_loss           | 0.0299        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.3          |
|    ep_rew_mean          | 4.21          |
| time/                   |               |
|    fps                  | 16300         |
|    iterations           | 990           |
|    time_elapsed         | 3980          |
|    total_timesteps      | 64880640      |
| train/                  |               |
|    approx_kl            | 0.00011099033 |
|    clip_fraction        | 0.00628       |
|    clip_range           | 0.069         |
|    entropy_loss         | -0.0211       |
|    explained_variance   | 0.425         |
|    learning_rate        | 8.96e-05      |
|    loss                 | 0.0181        |
|    n_updates            | 3956          |
|    policy_gradient_loss | -0.000328     |
|    value_loss           | 0.03          |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 36.5           |
|    ep_rew_mean          | 4.29           |
| time/                   |                |
|    fps                  | 16301          |
|    iterations           | 991            |
|    time_elapsed         | 3984           |
|    total_timesteps      | 64946176       |
| train/                  |                |
|    approx_kl            | 0.000111681155 |
|    clip_fraction        | 0.00619        |
|    clip_range           | 0.0689         |
|    entropy_loss         | -0.0208        |
|    explained_variance   | 0.415          |
|    learning_rate        | 8.94e-05       |
|    loss                 | 0.0144         |
|    n_updates            | 3960           |
|    policy_gradient_loss | -0.00029       |
|    value_loss           | 0.0303         |
--------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 34.9         |
|    ep_rew_mean          | 4.12         |
| time/                   |              |
|    fps                  | 16302        |
|    iterations           | 992          |
|    time_elapsed         | 3987         |
|    total_timesteps      | 65011712     |
| train/                  |              |
|    approx_kl            | 9.573866e-05 |
|    clip_fraction        | 0.00599      |
|    clip_range           | 0.0688       |
|    entropy_loss         | -0.0212      |
|    explained_variance   | 0.415        |
|    learning_rate        | 8.93e-05     |
|    loss                 | 0.0184       |
|    n_updates            | 3964         |
|    policy_gradient_loss | -0.000247    |
|    value_loss           | 0.0315       |
------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 36.7           |
|    ep_rew_mean          | 4.29           |
| time/                   |                |
|    fps                  | 16304          |
|    iterations           | 993            |
|    time_elapsed         | 3991           |
|    total_timesteps      | 65077248       |
| train/                  |                |
|    approx_kl            | 0.000100501755 |
|    clip_fraction        | 0.00665        |
|    clip_range           | 0.0687         |
|    entropy_loss         | -0.0212        |
|    explained_variance   | 0.415          |
|    learning_rate        | 8.91e-05       |
|    loss                 | 0.0204         |
|    n_updates            | 3968           |
|    policy_gradient_loss | -0.000266      |
|    value_loss           | 0.0325         |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 35.8          |
|    ep_rew_mean          | 4.2           |
| time/                   |               |
|    fps                  | 16305         |
|    iterations           | 994           |
|    time_elapsed         | 3995          |
|    total_timesteps      | 65142784      |
| train/                  |               |
|    approx_kl            | 9.0870286e-05 |
|    clip_fraction        | 0.00654       |
|    clip_range           | 0.0687        |
|    entropy_loss         | -0.0218       |
|    explained_variance   | 0.432         |
|    learning_rate        | 8.89e-05      |
|    loss                 | 0.0148        |
|    n_updates            | 3972          |
|    policy_gradient_loss | -0.00029      |
|    value_loss           | 0.0297        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 35.5          |
|    ep_rew_mean          | 4.16          |
| time/                   |               |
|    fps                  | 16307         |
|    iterations           | 995           |
|    time_elapsed         | 3998          |
|    total_timesteps      | 65208320      |
| train/                  |               |
|    approx_kl            | 0.00010535675 |
|    clip_fraction        | 0.00616       |
|    clip_range           | 0.0686        |
|    entropy_loss         | -0.0211       |
|    explained_variance   | 0.411         |
|    learning_rate        | 8.88e-05      |
|    loss                 | 0.0152        |
|    n_updates            | 3976          |
|    policy_gradient_loss | -0.000225     |
|    value_loss           | 0.0317        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.5         |
|    ep_rew_mean          | 4.17         |
| time/                   |              |
|    fps                  | 16308        |
|    iterations           | 996          |
|    time_elapsed         | 4002         |
|    total_timesteps      | 65273856     |
| train/                  |              |
|    approx_kl            | 9.006295e-05 |
|    clip_fraction        | 0.0059       |
|    clip_range           | 0.0685       |
|    entropy_loss         | -0.0213      |
|    explained_variance   | 0.42         |
|    learning_rate        | 8.86e-05     |
|    loss                 | 0.0102       |
|    n_updates            | 3980         |
|    policy_gradient_loss | -0.00026     |
|    value_loss           | 0.0311       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 4.18        |
| time/                   |             |
|    fps                  | 16309       |
|    iterations           | 997         |
|    time_elapsed         | 4006        |
|    total_timesteps      | 65339392    |
| train/                  |             |
|    approx_kl            | 0.000111277 |
|    clip_fraction        | 0.00636     |
|    clip_range           | 0.0684      |
|    entropy_loss         | -0.0212     |
|    explained_variance   | 0.42        |
|    learning_rate        | 8.84e-05    |
|    loss                 | 0.0118      |
|    n_updates            | 3984        |
|    policy_gradient_loss | -0.000311   |
|    value_loss           | 0.0317      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.1         |
|    ep_rew_mean          | 4.18         |
| time/                   |              |
|    fps                  | 16310        |
|    iterations           | 998          |
|    time_elapsed         | 4009         |
|    total_timesteps      | 65404928     |
| train/                  |              |
|    approx_kl            | 8.555383e-05 |
|    clip_fraction        | 0.00589      |
|    clip_range           | 0.0683       |
|    entropy_loss         | -0.0215      |
|    explained_variance   | 0.414        |
|    learning_rate        | 8.83e-05     |
|    loss                 | 0.0143       |
|    n_updates            | 3988         |
|    policy_gradient_loss | -0.000253    |
|    value_loss           | 0.0333       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.2          |
|    ep_rew_mean          | 4.21          |
| time/                   |               |
|    fps                  | 16312         |
|    iterations           | 999           |
|    time_elapsed         | 4013          |
|    total_timesteps      | 65470464      |
| train/                  |               |
|    approx_kl            | 0.00011724717 |
|    clip_fraction        | 0.00632       |
|    clip_range           | 0.0682        |
|    entropy_loss         | -0.0213       |
|    explained_variance   | 0.43          |
|    learning_rate        | 8.81e-05      |
|    loss                 | 0.0204        |
|    n_updates            | 3992          |
|    policy_gradient_loss | -0.000293     |
|    value_loss           | 0.0302        |
-------------------------------------------
-------------------------------------------
