Logging to logs/ppo_cnn_4x4_1
---------------------------------
| rollout/           |          |
|    entropy_loss         | -0.00936    |
|    explained_variance   | 0.884       |
|    learning_rate        | 0.000461    |
|    loss                 | 0.00277     |
|    n_updates            | 480         |
|    policy_gradient_loss | 0.00109     |
|    value_loss           | 0.00881     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1219        |
|    iterations           | 122         |
|    time_elapsed         | 6555        |
|    total_timesteps      | 7995392     |
| train/                  |             |
|    approx_kl            | 0.011583345 |
|    clip_fraction        | 0.0117      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.00897    |
|    explained_variance   | 0.882       |
|    learning_rate        | 0.000461    |
|    loss                 | 0.00434     |
|    n_updates            | 484         |
|    policy_gradient_loss | 0.000171    |
|    value_loss           | 0.00838     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1219        |
|    iterations           | 123         |
|    time_elapsed         | 6610        |
|    total_timesteps      | 8060928     |
| train/                  |             |
|    approx_kl            | 0.027608499 |
|    clip_fraction        | 0.0168      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0121     |
|    explained_variance   | 0.886       |
|    learning_rate        | 0.00046     |
|    loss                 | 0.00644     |
|    n_updates            | 488         |
|    policy_gradient_loss | 0.00326     |
|    value_loss           | 0.00948     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.7        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1219        |
|    iterations           | 124         |
|    time_elapsed         | 6665        |
|    total_timesteps      | 8126464     |
| train/                  |             |
|    approx_kl            | 0.020072803 |
|    clip_fraction        | 0.0135      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0103     |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.00046     |
|    loss                 | 0.00652     |
|    n_updates            | 492         |
|    policy_gradient_loss | 0.00175     |
|    value_loss           | 0.00986     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.9        |
|    ep_rew_mean          | 2.31        |
| time/                   |             |
|    fps                  | 1219        |
|    iterations           | 125         |
|    time_elapsed         | 6720        |
|    total_timesteps      | 8192000     |
| train/                  |             |
|    approx_kl            | 0.008508851 |
|    clip_fraction        | 0.0115      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0102     |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.00046     |
|    loss                 | 0.00381     |
|    n_updates            | 496         |
|    policy_gradient_loss | 0.000638    |
|    value_loss           | 0.00971     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1218        |
|    iterations           | 126         |
|    time_elapsed         | 6774        |
|    total_timesteps      | 8257536     |
| train/                  |             |
|    approx_kl            | 0.013350967 |
|    clip_fraction        | 0.0104      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.00925    |
|    explained_variance   | 0.892       |
|    learning_rate        | 0.000459    |
|    loss                 | 0.00316     |
|    n_updates            | 500         |
|    policy_gradient_loss | 0.000338    |
|    value_loss           | 0.008       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.2        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1218        |
|    iterations           | 127         |
|    time_elapsed         | 6829        |
|    total_timesteps      | 8323072     |
| train/                  |             |
|    approx_kl            | 0.008438723 |
|    clip_fraction        | 0.00897     |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0088     |
|    explained_variance   | 0.887       |
|    learning_rate        | 0.000459    |
|    loss                 | 0.00425     |
|    n_updates            | 504         |
|    policy_gradient_loss | 0.00013     |
|    value_loss           | 0.00829     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1218        |
|    iterations           | 128         |
|    time_elapsed         | 6884        |
|    total_timesteps      | 8388608     |
| train/                  |             |
|    approx_kl            | 0.012186598 |
|    clip_fraction        | 0.01        |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.00828    |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.000459    |
|    loss                 | 0.00403     |
|    n_updates            | 508         |
|    policy_gradient_loss | 0.000178    |
|    value_loss           | 0.00782     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1218        |
|    iterations           | 129         |
|    time_elapsed         | 6936        |
|    total_timesteps      | 8454144     |
| train/                  |             |
|    approx_kl            | 0.010082778 |
|    clip_fraction        | 0.00908     |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.00842    |
|    explained_variance   | 0.852       |
|    learning_rate        | 0.000458    |
|    loss                 | 0.00401     |
|    n_updates            | 512         |
|    policy_gradient_loss | -7.68e-05   |
|    value_loss           | 0.0105      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1219        |
|    iterations           | 130         |
|    time_elapsed         | 6988        |
|    total_timesteps      | 8519680     |
| train/                  |             |
|    approx_kl            | 0.026465321 |
|    clip_fraction        | 0.013       |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00946    |
|    explained_variance   | 0.876       |
|    learning_rate        | 0.000458    |
|    loss                 | 0.00578     |
|    n_updates            | 516         |
|    policy_gradient_loss | 0.00207     |
|    value_loss           | 0.00928     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.1        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1219        |
|    iterations           | 131         |
|    time_elapsed         | 7039        |
|    total_timesteps      | 8585216     |
| train/                  |             |
|    approx_kl            | 0.017609933 |
|    clip_fraction        | 0.0133      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00954    |
|    explained_variance   | 0.879       |
|    learning_rate        | 0.000458    |
|    loss                 | 0.00383     |
|    n_updates            | 520         |
|    policy_gradient_loss | 0.00127     |
|    value_loss           | 0.00871     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1220        |
|    iterations           | 132         |
|    time_elapsed         | 7090        |
|    total_timesteps      | 8650752     |
| train/                  |             |
|    approx_kl            | 0.011765594 |
|    clip_fraction        | 0.0111      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00928    |
|    explained_variance   | 0.858       |
|    learning_rate        | 0.000457    |
|    loss                 | 0.0055      |
|    n_updates            | 524         |
|    policy_gradient_loss | -9.49e-05   |
|    value_loss           | 0.0103      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1220        |
|    iterations           | 133         |
|    time_elapsed         | 7140        |
|    total_timesteps      | 8716288     |
| train/                  |             |
|    approx_kl            | 0.011919306 |
|    clip_fraction        | 0.0104      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00888    |
|    explained_variance   | 0.909       |
|    learning_rate        | 0.000457    |
|    loss                 | 0.00995     |
|    n_updates            | 528         |
|    policy_gradient_loss | 0.00115     |
|    value_loss           | 0.00613     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1221        |
|    iterations           | 134         |
|    time_elapsed         | 7191        |
|    total_timesteps      | 8781824     |
| train/                  |             |
|    approx_kl            | 0.017353054 |
|    clip_fraction        | 0.0131      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00973    |
|    explained_variance   | 0.886       |
|    learning_rate        | 0.000457    |
|    loss                 | 0.00343     |
|    n_updates            | 532         |
|    policy_gradient_loss | 0.00105     |
|    value_loss           | 0.00914     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.9         |
|    ep_rew_mean          | 2.27         |
| time/                   |              |
|    fps                  | 1221         |
|    iterations           | 135          |
|    time_elapsed         | 7241         |
|    total_timesteps      | 8847360      |
| train/                  |              |
|    approx_kl            | 0.0066788336 |
|    clip_fraction        | 0.00933      |
|    clip_range           | 0.139        |
|    entropy_loss         | -0.00879     |
|    explained_variance   | 0.892        |
|    learning_rate        | 0.000456     |
|    loss                 | 0.00283      |
|    n_updates            | 536          |
|    policy_gradient_loss | 0.000226     |
|    value_loss           | 0.00808      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.25        |
| time/                   |             |
|    fps                  | 1222        |
|    iterations           | 136         |
|    time_elapsed         | 7292        |
|    total_timesteps      | 8912896     |
| train/                  |             |
|    approx_kl            | 0.013634443 |
|    clip_fraction        | 0.0114      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.0091     |
|    explained_variance   | 0.896       |
|    learning_rate        | 0.000456    |
|    loss                 | 0.00297     |
|    n_updates            | 540         |
|    policy_gradient_loss | 0.000215    |
|    value_loss           | 0.00743     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.2        |
|    ep_rew_mean          | 2.31        |
| time/                   |             |
|    fps                  | 1222        |
|    iterations           | 137         |
|    time_elapsed         | 7343        |
|    total_timesteps      | 8978432     |
| train/                  |             |
|    approx_kl            | 0.023231726 |
|    clip_fraction        | 0.0121      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00931    |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.000456    |
|    loss                 | 0.00299     |
|    n_updates            | 544         |
|    policy_gradient_loss | 0.000724    |
|    value_loss           | 0.00802     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 2.22        |
| time/                   |             |
|    fps                  | 1223        |
|    iterations           | 138         |
|    time_elapsed         | 7393        |
|    total_timesteps      | 9043968     |
| train/                  |             |
|    approx_kl            | 0.006594136 |
|    clip_fraction        | 0.00833     |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.008      |
|    explained_variance   | 0.893       |
|    learning_rate        | 0.000455    |
|    loss                 | 0.00316     |
|    n_updates            | 548         |
|    policy_gradient_loss | -0.000187   |
|    value_loss           | 0.00741     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.2        |
|    ep_rew_mean          | 2.25        |
| time/                   |             |
|    fps                  | 1223        |
|    iterations           | 139         |
|    time_elapsed         | 7443        |
|    total_timesteps      | 9109504     |
| train/                  |             |
|    approx_kl            | 0.008788321 |
|    clip_fraction        | 0.00895     |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00797    |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.000455    |
|    loss                 | 0.00277     |
|    n_updates            | 552         |
|    policy_gradient_loss | -0.000103   |
|    value_loss           | 0.00852     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 1224        |
|    iterations           | 140         |
|    time_elapsed         | 7493        |
|    total_timesteps      | 9175040     |
| train/                  |             |
|    approx_kl            | 0.014449693 |
|    clip_fraction        | 0.0104      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00867    |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.000455    |
|    loss                 | 0.00375     |
|    n_updates            | 556         |
|    policy_gradient_loss | 0.0212      |
|    value_loss           | 0.00805     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.25        |
| time/                   |             |
|    fps                  | 1224        |
|    iterations           | 141         |
|    time_elapsed         | 7544        |
|    total_timesteps      | 9240576     |
| train/                  |             |
|    approx_kl            | 0.010163184 |
|    clip_fraction        | 0.0106      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.00885    |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.000454    |
|    loss                 | 0.00421     |
|    n_updates            | 560         |
|    policy_gradient_loss | 0.000138    |
|    value_loss           | 0.0107      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1225        |
|    iterations           | 142         |
|    time_elapsed         | 7595        |
|    total_timesteps      | 9306112     |
| train/                  |             |
|    approx_kl            | 0.009353568 |
|    clip_fraction        | 0.0085      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0085     |
|    explained_variance   | 0.892       |
|    learning_rate        | 0.000454    |
|    loss                 | 0.00432     |
|    n_updates            | 564         |
|    policy_gradient_loss | 2.84e-05    |
|    value_loss           | 0.00757     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.2        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1224        |
|    iterations           | 143         |
|    time_elapsed         | 7650        |
|    total_timesteps      | 9371648     |
| train/                  |             |
|    approx_kl            | 0.036475558 |
|    clip_fraction        | 0.0165      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0104     |
|    explained_variance   | 0.887       |
|    learning_rate        | 0.000454    |
|    loss                 | 0.00956     |
|    n_updates            | 568         |
|    policy_gradient_loss | 0.0048      |
|    value_loss           | 0.00988     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1225        |
|    iterations           | 144         |
|    time_elapsed         | 7701        |
|    total_timesteps      | 9437184     |
| train/                  |             |
|    approx_kl            | 0.015299337 |
|    clip_fraction        | 0.0115      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0098     |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.000453    |
|    loss                 | 0.00348     |
|    n_updates            | 572         |
|    policy_gradient_loss | 0.00027     |
|    value_loss           | 0.00862     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.1        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1225        |
|    iterations           | 145         |
|    time_elapsed         | 7751        |
|    total_timesteps      | 9502720     |
| train/                  |             |
|    approx_kl            | 0.014365692 |
|    clip_fraction        | 0.0127      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0101     |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.000453    |
|    loss                 | 0.00422     |
|    n_updates            | 576         |
|    policy_gradient_loss | 0.00188     |
|    value_loss           | 0.00964     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1226        |
|    iterations           | 146         |
|    time_elapsed         | 7802        |
|    total_timesteps      | 9568256     |
| train/                  |             |
|    approx_kl            | 0.018622149 |
|    clip_fraction        | 0.0122      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.00982    |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.000453    |
|    loss                 | 0.00282     |
|    n_updates            | 580         |
|    policy_gradient_loss | 0.000475    |
|    value_loss           | 0.00703     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.4         |
|    ep_rew_mean          | 2.25         |
| time/                   |              |
|    fps                  | 1226         |
|    iterations           | 147          |
|    time_elapsed         | 7852         |
|    total_timesteps      | 9633792      |
| train/                  |              |
|    approx_kl            | 0.0115721505 |
|    clip_fraction        | 0.011        |
|    clip_range           | 0.138        |
|    entropy_loss         | -0.00973     |
|    explained_variance   | 0.882        |
|    learning_rate        | 0.000452     |
|    loss                 | 0.00408      |
|    n_updates            | 584          |
|    policy_gradient_loss | 0.000103     |
|    value_loss           | 0.00876      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1227        |
|    iterations           | 148         |
|    time_elapsed         | 7902        |
|    total_timesteps      | 9699328     |
| train/                  |             |
|    approx_kl            | 0.009352683 |
|    clip_fraction        | 0.00977     |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.00921    |
|    explained_variance   | 0.882       |
|    learning_rate        | 0.000452    |
|    loss                 | 0.00356     |
|    n_updates            | 588         |
|    policy_gradient_loss | 2.38e-05    |
|    value_loss           | 0.00842     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1227        |
|    iterations           | 149         |
|    time_elapsed         | 7953        |
|    total_timesteps      | 9764864     |
| train/                  |             |
|    approx_kl            | 0.014504265 |
|    clip_fraction        | 0.0104      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.00885    |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.000452    |
|    loss                 | 0.00299     |
|    n_updates            | 592         |
|    policy_gradient_loss | 0.00018     |
|    value_loss           | 0.00563     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.9        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1227        |
|    iterations           | 150         |
|    time_elapsed         | 8005        |
|    total_timesteps      | 9830400     |
| train/                  |             |
|    approx_kl            | 0.007252677 |
|    clip_fraction        | 0.00919     |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0085     |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.000451    |
|    loss                 | 0.00273     |
|    n_updates            | 596         |
|    policy_gradient_loss | -0.000367   |
|    value_loss           | 0.00681     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 1227        |
|    iterations           | 151         |
|    time_elapsed         | 8060        |
|    total_timesteps      | 9895936     |
| train/                  |             |
|    approx_kl            | 0.015036125 |
|    clip_fraction        | 0.0119      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0096     |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.000451    |
|    loss                 | 0.00273     |
|    n_updates            | 600         |
|    policy_gradient_loss | 0.000805    |
|    value_loss           | 0.00779     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1227        |
|    iterations           | 152         |
|    time_elapsed         | 8115        |
|    total_timesteps      | 9961472     |
| train/                  |             |
|    approx_kl            | 0.013332316 |
|    clip_fraction        | 0.00972     |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.00876    |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.000451    |
|    loss                 | 0.00419     |
|    n_updates            | 604         |
|    policy_gradient_loss | 0.000849    |
|    value_loss           | 0.00789     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36           |
|    ep_rew_mean          | 2.26         |
| time/                   |              |
|    fps                  | 1227         |
|    iterations           | 153          |
|    time_elapsed         | 8169         |
|    total_timesteps      | 10027008     |
| train/                  |              |
|    approx_kl            | 0.0074259983 |
|    clip_fraction        | 0.00939      |
|    clip_range           | 0.138        |
|    entropy_loss         | -0.00902     |
|    explained_variance   | 0.876        |
|    learning_rate        | 0.00045      |
|    loss                 | 0.00352      |
|    n_updates            | 608          |
|    policy_gradient_loss | -0.000232    |
|    value_loss           | 0.00831      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 1227        |
|    iterations           | 154         |
|    time_elapsed         | 8223        |
|    total_timesteps      | 10092544    |
| train/                  |             |
|    approx_kl            | 0.012027865 |
|    clip_fraction        | 0.0103      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.0093     |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.00045     |
|    loss                 | 0.0037      |
|    n_updates            | 612         |
|    policy_gradient_loss | 0.000467    |
|    value_loss           | 0.00912     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.8         |
|    ep_rew_mean          | 2.3          |
| time/                   |              |
|    fps                  | 1227         |
|    iterations           | 155          |
|    time_elapsed         | 8278         |
|    total_timesteps      | 10158080     |
| train/                  |              |
|    approx_kl            | 0.0134292655 |
|    clip_fraction        | 0.00989      |
|    clip_range           | 0.137        |
|    entropy_loss         | -0.00889     |
|    explained_variance   | 0.882        |
|    learning_rate        | 0.00045      |
|    loss                 | 0.00241      |
|    n_updates            | 616          |
|    policy_gradient_loss | 0.000132     |
|    value_loss           | 0.00863      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.7        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1227        |
|    iterations           | 156         |
|    time_elapsed         | 8328        |
|    total_timesteps      | 10223616    |
| train/                  |             |
|    approx_kl            | 0.009991188 |
|    clip_fraction        | 0.00949     |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.00842    |
|    explained_variance   | 0.892       |
|    learning_rate        | 0.000449    |
|    loss                 | 0.00342     |
|    n_updates            | 620         |
|    policy_gradient_loss | 0.000282    |
|    value_loss           | 0.00755     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 1227        |
|    iterations           | 157         |
|    time_elapsed         | 8378        |
|    total_timesteps      | 10289152    |
| train/                  |             |
|    approx_kl            | 0.012801641 |
|    clip_fraction        | 0.0105      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.00876    |
|    explained_variance   | 0.877       |
|    learning_rate        | 0.000449    |
|    loss                 | 0.00475     |
|    n_updates            | 624         |
|    policy_gradient_loss | 0.000457    |
|    value_loss           | 0.00902     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.1        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1228        |
|    iterations           | 158         |
|    time_elapsed         | 8430        |
|    total_timesteps      | 10354688    |
| train/                  |             |
|    approx_kl            | 0.017779987 |
|    clip_fraction        | 0.0117      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.00898    |
|    explained_variance   | 0.855       |
|    learning_rate        | 0.000449    |
|    loss                 | 0.00364     |
|    n_updates            | 628         |
|    policy_gradient_loss | 0.00149     |
|    value_loss           | 0.0108      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.3        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1228        |
|    iterations           | 159         |
|    time_elapsed         | 8481        |
|    total_timesteps      | 10420224    |
| train/                  |             |
|    approx_kl            | 0.011248497 |
|    clip_fraction        | 0.00924     |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.00853    |
|    explained_variance   | 0.85        |
|    learning_rate        | 0.000448    |
|    loss                 | 0.00336     |
|    n_updates            | 632         |
|    policy_gradient_loss | -0.000189   |
|    value_loss           | 0.0108      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1229        |
|    iterations           | 160         |
|    time_elapsed         | 8529        |
|    total_timesteps      | 10485760    |
| train/                  |             |
|    approx_kl            | 0.013374741 |
|    clip_fraction        | 0.00986     |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.00872    |
|    explained_variance   | 0.866       |
|    learning_rate        | 0.000448    |
|    loss                 | 0.00385     |
|    n_updates            | 636         |
|    policy_gradient_loss | 3.06e-05    |
|    value_loss           | 0.00952     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1230        |
|    iterations           | 161         |
|    time_elapsed         | 8576        |
|    total_timesteps      | 10551296    |
| train/                  |             |
|    approx_kl            | 0.012217116 |
|    clip_fraction        | 0.0109      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.00976    |
|    explained_variance   | 0.899       |
|    learning_rate        | 0.000448    |
|    loss                 | 0.00334     |
|    n_updates            | 640         |
|    policy_gradient_loss | 0.000623    |
|    value_loss           | 0.00754     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 1231        |
|    iterations           | 162         |
|    time_elapsed         | 8623        |
|    total_timesteps      | 10616832    |
| train/                  |             |
|    approx_kl            | 0.015333828 |
|    clip_fraction        | 0.0114      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.0087     |
|    explained_variance   | 0.888       |
|    learning_rate        | 0.000448    |
|    loss                 | 0.00221     |
|    n_updates            | 644         |
|    policy_gradient_loss | 1.71e-07    |
|    value_loss           | 0.00809     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.1         |
|    ep_rew_mean          | 2.29         |
| time/                   |              |
|    fps                  | 1231         |
|    iterations           | 163          |
|    time_elapsed         | 8673         |
|    total_timesteps      | 10682368     |
| train/                  |              |
|    approx_kl            | 0.0149974115 |
|    clip_fraction        | 0.00909      |
|    clip_range           | 0.137        |
|    entropy_loss         | -0.00781     |
|    explained_variance   | 0.885        |
|    learning_rate        | 0.000447     |
|    loss                 | 0.00383      |
|    n_updates            | 648          |
|    policy_gradient_loss | 0.000245     |
|    value_loss           | 0.00837      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 1231        |
|    iterations           | 164         |
|    time_elapsed         | 8728        |
|    total_timesteps      | 10747904    |
| train/                  |             |
|    approx_kl            | 0.014487698 |
|    clip_fraction        | 0.0108      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.00783    |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.000447    |
|    loss                 | 0.00244     |
|    n_updates            | 652         |
|    policy_gradient_loss | 0.000614    |
|    value_loss           | 0.00674     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.3        |
|    ep_rew_mean          | 2.2         |
| time/                   |             |
|    fps                  | 1231        |
|    iterations           | 165         |
|    time_elapsed         | 8782        |
|    total_timesteps      | 10813440    |
| train/                  |             |
|    approx_kl            | 0.018200941 |
|    clip_fraction        | 0.0109      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.00817    |
|    explained_variance   | 0.87        |
|    learning_rate        | 0.000447    |
|    loss                 | 0.00502     |
|    n_updates            | 656         |
|    policy_gradient_loss | 0.00119     |
|    value_loss           | 0.00953     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.2         |
| time/                   |             |
|    fps                  | 1231        |
|    iterations           | 166         |
|    time_elapsed         | 8835        |
|    total_timesteps      | 10878976    |
| train/                  |             |
|    approx_kl            | 0.013553308 |
|    clip_fraction        | 0.00991     |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.00867    |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.000446    |
|    loss                 | 0.00382     |
|    n_updates            | 660         |
|    policy_gradient_loss | 0.000633    |
|    value_loss           | 0.0104      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
